"","Artist","Title","ChordProg","WeekID","Week.Position","Instance","Previous.Week.Position","Peak.Position","Weeks.on.Chart","Genre","Followers","NumAlbums","Gender","Group.Solo"
"1","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","7/1/2000",7,1,9,7,9,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"2","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","5/6/2000",82,1,NA,82,1,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"3","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","9/9/2000",13,1,10,1,19,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"4","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","10/7/2000",28,1,23,1,23,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"5","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","9/30/2000",23,1,18,1,22,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"6","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","5/13/2000",70,1,82,70,2,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"7","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","6/17/2000",15,1,19,15,7,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"8","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","9/16/2000",15,1,13,1,20,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"9","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","7/8/2000",7,1,7,7,10,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"10","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","10/21/2000",48,1,38,1,25,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"11","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","6/10/2000",19,1,26,19,6,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"12","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","10/14/2000",38,1,28,1,24,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"13","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","7/22/2000",4,1,5,4,12,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"14","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","8/19/2000",4,1,3,1,16,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"15","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","6/3/2000",26,1,39,26,5,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"16","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","7/15/2000",5,1,7,5,11,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"17","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","9/23/2000",18,1,15,1,21,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"18","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","9/2/2000",10,1,6,1,18,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"19","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","8/26/2000",6,1,4,1,17,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"20","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","6/24/2000",9,1,15,9,8,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"21","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","5/20/2000",51,1,70,51,3,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"22","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","5/27/2000",39,1,51,39,4,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"23","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","8/12/2000",3,1,1,1,15,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"24","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","7/29/2000",1,1,4,1,13,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"25","'N SYNC","IT'S GONNA BE ME","vi.V.IV.V","8/5/2000",1,1,1,1,14,"Memes,Dance-Pop,Teen Pop,Boy Band,Pop",NA,NA,NA,NA
"26","1927","IF I COULD","IV.iv.I",NA,101,NA,NA,101,0,NA,NA,NA,NA,NA
"27","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","11/3/2001",25,1,25,25,15,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"28","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","8/18/2001",65,1,65,65,4,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"29","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","9/8/2001",48,1,55,48,7,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"30","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","8/25/2001",62,1,65,62,5,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"31","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","8/11/2001",65,1,72,65,3,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"32","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","11/17/2001",32,1,24,24,17,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"33","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","12/1/2001",38,1,29,24,19,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"34","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","10/27/2001",25,1,28,25,14,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"35","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","12/15/2001",49,1,40,24,21,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"36","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","9/15/2001",41,1,48,41,8,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"37","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","9/29/2001",30,1,39,30,10,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"38","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","9/22/2001",39,1,41,39,9,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"39","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","8/4/2001",72,1,72,72,2,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"40","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","10/13/2001",30,1,30,30,12,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"41","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","10/20/2001",28,1,30,28,13,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"42","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","11/10/2001",24,1,25,24,16,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"43","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","9/1/2001",55,1,62,55,6,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"44","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","7/28/2001",72,1,NA,72,1,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"45","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","11/24/2001",29,1,32,24,18,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"46","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","10/6/2001",30,1,30,30,11,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"47","3 DOORS DOWN","BE LIKE THAT","I.V.vi.IV","12/8/2001",40,1,38,24,20,"Post-Grunge,Alternative Rock,Rock",2393833,8,"M","Group"
"48","3LAU","HOW YOU LOVE ME","I.V.IV.V",NA,101,NA,NA,101,0,NA,NA,NA,NA,NA
"49","3OH!3","DON'T TRUST ME","I.V.vi.IV","4/11/2009",34,2,42,34,16,"Electronic,Pop,Rap",565935,6,"M","Group"
"50","3OH!3","DON'T TRUST ME","I.V.vi.IV","1/17/2009",77,2,56,56,4,"Electronic,Pop,Rap",565935,6,"M","Group"
"51","3OH!3","DON'T TRUST ME","I.V.vi.IV","8/22/2009",26,2,20,7,35,"Electronic,Pop,Rap",565935,6,"M","Group"
"52","3OH!3","DON'T TRUST ME","I.V.vi.IV","5/30/2009",7,2,8,7,23,"Electronic,Pop,Rap",565935,6,"M","Group"
"53","3OH!3","DON'T TRUST ME","I.V.vi.IV","9/5/2009",48,2,31,7,37,"Electronic,Pop,Rap",565935,6,"M","Group"
"54","3OH!3","DON'T TRUST ME","I.V.vi.IV","5/16/2009",9,2,13,9,21,"Electronic,Pop,Rap",565935,6,"M","Group"
"55","3OH!3","DON'T TRUST ME","I.V.vi.IV","2/14/2009",79,2,70,56,8,"Electronic,Pop,Rap",565935,6,"M","Group"
"56","3OH!3","DON'T TRUST ME","I.V.vi.IV","4/4/2009",42,2,45,42,15,"Electronic,Pop,Rap",565935,6,"M","Group"
"57","3OH!3","DON'T TRUST ME","I.V.vi.IV","1/10/2009",56,2,95,56,3,"Electronic,Pop,Rap",565935,6,"M","Group"
"58","3OH!3","DON'T TRUST ME","I.V.vi.IV","11/15/2008",99,1,NA,99,1,"Electronic,Pop,Rap",565935,6,"M","Group"
"59","3OH!3","DON'T TRUST ME","I.V.vi.IV","7/11/2009",12,2,14,7,29,"Electronic,Pop,Rap",565935,6,"M","Group"
"60","3OH!3","DON'T TRUST ME","I.V.vi.IV","6/20/2009",14,2,13,7,26,"Electronic,Pop,Rap",565935,6,"M","Group"
"61","3OH!3","DON'T TRUST ME","I.V.vi.IV","8/15/2009",20,2,16,7,34,"Electronic,Pop,Rap",565935,6,"M","Group"
"62","3OH!3","DON'T TRUST ME","I.V.vi.IV","1/3/2009",95,2,NA,95,2,"Electronic,Pop,Rap",565935,6,"M","Group"
"63","3OH!3","DON'T TRUST ME","I.V.vi.IV","5/2/2009",19,2,25,19,19,"Electronic,Pop,Rap",565935,6,"M","Group"
"64","3OH!3","DON'T TRUST ME","I.V.vi.IV","6/27/2009",13,2,14,7,27,"Electronic,Pop,Rap",565935,6,"M","Group"
"65","3OH!3","DON'T TRUST ME","I.V.vi.IV","6/6/2009",14,2,7,7,24,"Electronic,Pop,Rap",565935,6,"M","Group"
"66","3OH!3","DON'T TRUST ME","I.V.vi.IV","2/21/2009",80,2,79,56,9,"Electronic,Pop,Rap",565935,6,"M","Group"
"67","3OH!3","DON'T TRUST ME","I.V.vi.IV","1/31/2009",71,2,81,56,6,"Electronic,Pop,Rap",565935,6,"M","Group"
"68","3OH!3","DON'T TRUST ME","I.V.vi.IV","7/18/2009",11,2,12,7,30,"Electronic,Pop,Rap",565935,6,"M","Group"
"69","3OH!3","DON'T TRUST ME","I.V.vi.IV","7/4/2009",14,2,13,7,28,"Electronic,Pop,Rap",565935,6,"M","Group"
"70","3OH!3","DON'T TRUST ME","I.V.vi.IV","8/8/2009",16,2,14,7,33,"Electronic,Pop,Rap",565935,6,"M","Group"
"71","3OH!3","DON'T TRUST ME","I.V.vi.IV","8/29/2009",31,2,26,7,36,"Electronic,Pop,Rap",565935,6,"M","Group"
"72","3OH!3","DON'T TRUST ME","I.V.vi.IV","4/18/2009",29,2,34,29,17,"Electronic,Pop,Rap",565935,6,"M","Group"
"73","3OH!3","DON'T TRUST ME","I.V.vi.IV","5/9/2009",13,2,19,13,20,"Electronic,Pop,Rap",565935,6,"M","Group"
"74","3OH!3","DON'T TRUST ME","I.V.vi.IV","6/13/2009",13,2,14,7,25,"Electronic,Pop,Rap",565935,6,"M","Group"
"75","3OH!3","DON'T TRUST ME","I.V.vi.IV","3/28/2009",45,2,51,45,14,"Electronic,Pop,Rap",565935,6,"M","Group"
"76","3OH!3","DON'T TRUST ME","I.V.vi.IV","3/14/2009",65,2,74,56,12,"Electronic,Pop,Rap",565935,6,"M","Group"
"77","3OH!3","DON'T TRUST ME","I.V.vi.IV","3/21/2009",51,2,65,51,13,"Electronic,Pop,Rap",565935,6,"M","Group"
"78","3OH!3","DON'T TRUST ME","I.V.vi.IV","1/24/2009",81,2,77,56,5,"Electronic,Pop,Rap",565935,6,"M","Group"
"79","3OH!3","DON'T TRUST ME","I.V.vi.IV","4/25/2009",25,2,29,25,18,"Electronic,Pop,Rap",565935,6,"M","Group"
"80","3OH!3","DON'T TRUST ME","I.V.vi.IV","8/1/2009",14,2,14,7,32,"Electronic,Pop,Rap",565935,6,"M","Group"
"81","3OH!3","DON'T TRUST ME","I.V.vi.IV","2/7/2009",70,2,71,56,7,"Electronic,Pop,Rap",565935,6,"M","Group"
"82","3OH!3","DON'T TRUST ME","I.V.vi.IV","7/25/2009",14,2,11,7,31,"Electronic,Pop,Rap",565935,6,"M","Group"
"83","3OH!3","DON'T TRUST ME","I.V.vi.IV","3/7/2009",74,2,84,56,11,"Electronic,Pop,Rap",565935,6,"M","Group"
"84","3OH!3","DON'T TRUST ME","I.V.vi.IV","5/23/2009",8,2,9,8,22,"Electronic,Pop,Rap",565935,6,"M","Group"
"85","3OH!3","DON'T TRUST ME","I.V.vi.IV","2/28/2009",84,2,80,56,10,"Electronic,Pop,Rap",565935,6,"M","Group"
"86","4 STRINGS","TAKE ME AWAY","I.V.vi.IV",NA,101,NA,NA,101,0,NA,NA,NA,NA,NA
"87","4FRAME","PRELUDE","I.V6.vi.V",NA,101,NA,NA,101,0,NA,NA,NA,NA,NA
"88","4MINUTE","CUT IT OUT","I.V6.vi.V",NA,101,NA,NA,101,0,NA,NA,NA,NA,NA
"89","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","9/13/2014",33,1,46,16,9,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"90","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","10/18/2014",37,1,24,16,14,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"91","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","9/6/2014",46,1,54,16,8,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"92","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","10/25/2014",39,1,37,16,15,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"93","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","11/8/2014",51,1,42,16,17,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"94","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","11/1/2014",42,1,39,16,16,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"95","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","8/16/2014",67,1,81,16,5,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"96","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","9/20/2014",37,1,33,16,10,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"97","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","10/11/2014",24,1,37,16,13,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"98","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","10/4/2014",37,1,40,16,12,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"99","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","11/29/2014",72,1,67,16,20,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"100","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","8/9/2014",81,1,94,16,4,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"101","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","8/30/2014",54,1,55,16,7,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"102","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","8/23/2014",55,1,67,16,6,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"103","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","7/19/2014",16,1,NA,16,1,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"104","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","11/22/2014",67,1,65,16,19,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"105","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","8/2/2014",94,1,93,16,3,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"106","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","7/26/2014",93,1,16,16,2,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"107","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","9/27/2014",40,1,37,16,11,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"108","5 SECONDS OF SUMMER","AMNESIA","I.V6.vi.V","11/15/2014",65,1,51,16,18,"Australia,Punk Rock,Pop-Rock,Pop,Rock",NA,NA,NA,NA
"109","A GREAT BIG WORLD","SAY SOMETHING","I.V.vi.IV",NA,101,NA,NA,101,0,"Piano,Acoustic,Adult Contemporary,Indie Pop,Pop,Ballad",NA,NA,NA,NA
"110","A PERFECT CIRCLE","THE NURSE WHO LOVED ME","IV.iv.I",NA,101,NA,NA,101,0,NA,971813,9,"M","Group"
"111","A PERFECT CIRCLE","3 LIBRAS","I.V.IV.bVII.I",NA,101,NA,NA,101,0,NA,971813,9,"M","Group"
"112","A TRIBE CALLED QUEST","ELECTRIC RELAXATION","I.bVI.V",NA,101,NA,NA,101,0,NA,1059791,5,"M","Group"
"113","A-HA","TAKE ON ME","I.V.IV.V","7/13/1985",91,1,NA,91,1,NA,NA,NA,NA,NA
"114","A-HA","TAKE ON ME","I.V.IV.V","7/20/1985",86,1,91,86,2,NA,NA,NA,NA,NA
"115","A-HA","TAKE ON ME","I.V.IV.V","7/27/1985",79,1,86,79,3,NA,NA,NA,NA,NA
"116","A-HA","TAKE ON ME","I.V.IV.V","8/3/1985",67,1,79,67,4,NA,NA,NA,NA,NA
"117","A-HA","TAKE ON ME","I.V.IV.V","8/10/1985",57,1,67,57,5,NA,NA,NA,NA,NA
"118","A-HA","TAKE ON ME","I.V.IV.V","8/17/1985",48,1,57,48,6,NA,NA,NA,NA,NA
"119","A-HA","TAKE ON ME","I.V.IV.V","9/21/1985",13,1,17,13,11,NA,NA,NA,NA,NA
"120","A-HA","TAKE ON ME","I.V.IV.V","10/5/1985",4,1,7,4,13,NA,NA,NA,NA,NA
"121","A-HA","TAKE ON ME","I.V.IV.V","8/31/1985",28,1,38,28,8,NA,NA,NA,NA,NA
"122","A-HA","TAKE ON ME","I.V.IV.V","9/7/1985",21,1,28,21,9,NA,NA,NA,NA,NA
"123","A-HA","TAKE ON ME","I.V.IV.V","8/24/1985",38,1,48,38,7,NA,NA,NA,NA,NA
"124","A-HA","TAKE ON ME","I.V.IV.V","12/14/1985",60,1,49,1,23,NA,NA,NA,NA,NA
"125","A-HA","TAKE ON ME","I.V.IV.V","10/26/1985",3,1,1,1,16,NA,NA,NA,NA,NA
"126","A-HA","TAKE ON ME","I.V.IV.V","11/30/1985",32,1,23,1,21,NA,NA,NA,NA,NA
"127","A-HA","TAKE ON ME","I.V.IV.V","9/14/1985",17,1,21,17,10,NA,NA,NA,NA,NA
"128","A-HA","TAKE ON ME","I.V.IV.V","11/16/1985",13,1,8,1,19,NA,NA,NA,NA,NA
"129","A-HA","TAKE ON ME","I.V.IV.V","11/23/1985",23,1,13,1,20,NA,NA,NA,NA,NA
"130","A-HA","TAKE ON ME","I.V.IV.V","12/7/1985",49,1,32,1,22,NA,NA,NA,NA,NA
"131","A-HA","TAKE ON ME","I.V.IV.V","10/19/1985",1,1,3,1,15,NA,NA,NA,NA,NA
"132","A-HA","TAKE ON ME","I.V.IV.V","11/2/1985",5,1,3,1,17,NA,NA,NA,NA,NA
"133","A-HA","TAKE ON ME","I.V.IV.V","10/12/1985",3,1,4,3,14,NA,NA,NA,NA,NA
"134","A-HA","TAKE ON ME","I.V.IV.V","9/28/1985",7,1,13,7,12,NA,NA,NA,NA,NA
"135","A-HA","TAKE ON ME","I.V.IV.V","12/21/1985",70,1,60,1,24,NA,NA,NA,NA,NA
"136","A-HA","TAKE ON ME","I.V.IV.V","12/28/1985",97,1,70,1,25,NA,NA,NA,NA,NA
"137","A-HA","TAKE ON ME","I.V.IV.V","1/4/1986",97,1,97,1,26,NA,NA,NA,NA,NA
"138","A-HA","TAKE ON ME","I.V.IV.V","1/11/1986",99,1,97,1,27,NA,NA,NA,NA,NA
"139","A-HA","TAKE ON ME","I.V.IV.V","11/9/1985",8,1,5,1,18,NA,NA,NA,NA,NA
"140","AAGE ALEKSANDERSEN","NORGE MITT NORGE","I.V7-IV.IV",NA,101,NA,NA,101,0,NA,NA,NA,NA,NA
"141","AANDG","LUCID","vi.vi42.IV",NA,101,NA,NA,101,0,NA,NA,NA,NA,NA
"142","ABBA","THE DAY BEFORE YOU CAME","IV.I6.ii",NA,101,NA,NA,101,0,NA,NA,NA,NA,NA
"143","ABBA","MAMMA MIA","I.V6.vi.V","7/10/1976",32,1,32,32,8,NA,NA,NA,NA,NA
"144","ABBA","MAMMA MIA","I.V6.vi.V","5/22/1976",83,1,NA,83,1,NA,NA,NA,NA,NA
"145","ABBA","MAMMA MIA","I.V6.vi.V","6/5/1976",53,1,63,53,3,NA,NA,NA,NA,NA
"146","ABBA","MAMMA MIA","I.V6.vi.V","6/12/1976",43,1,53,43,4,NA,NA,NA,NA,NA
"147","ABBA","MAMMA MIA","I.V6.vi.V","7/17/1976",70,1,32,32,9,NA,NA,NA,NA,NA
"148","ABBA","SO LONG","I.V.IV.V",NA,101,NA,NA,101,0,NA,NA,NA,NA,NA
"149","ABBA","MAMMA MIA","I.V6.vi.V","6/19/1976",39,1,43,39,5,NA,NA,NA,NA,NA
"150","ABBA","MAMMA MIA","I.V6.vi.V","6/26/1976",35,1,39,35,6,NA,NA,NA,NA,NA
"151","ABBA","MAMMA MIA","I.V6.vi.V","7/3/1976",32,1,35,32,7,NA,NA,NA,NA,NA
"152","ABBA","WATERLOO","IV.ii.I64.V.I","8/31/1974",24,1,6,6,14,NA,NA,NA,NA,NA
"153","ABBA","WATERLOO","IV.ii.I64.V.I","7/27/1974",15,1,18,15,9,NA,NA,NA,NA,NA
"154","ABBA","SOS","I.V.IV.bVII.I",NA,101,NA,NA,101,0,NA,NA,NA,NA,NA
"155","ABBA","MAMMA MIA","I.V6.vi.V","5/29/1976",63,1,83,63,2,NA,NA,NA,NA,NA
"156","ABBA","WATERLOO","IV.ii.I64.V.I","7/13/1974",18,1,24,18,7,NA,NA,NA,NA,NA
"157","ABBA","WATERLOO","IV.ii.I64.V.I","9/14/1974",43,1,34,6,16,NA,NA,NA,NA,NA
"158","ABBA","WATERLOO","IV.ii.I64.V.I","6/15/1974",52,1,66,52,3,NA,NA,NA,NA,NA
"159","ABBA","WATERLOO","IV.ii.I64.V.I","8/17/1974",7,1,7,7,12,NA,NA,NA,NA,NA
"160","ABBA","WATERLOO","IV.ii.I64.V.I","8/24/1974",6,1,7,6,13,NA,NA,NA,NA,NA
"161","ABBA","WATERLOO","IV.ii.I64.V.I","9/7/1974",34,1,24,6,15,NA,NA,NA,NA,NA
"162","ABBA","WATERLOO","IV.ii.I64.V.I","6/29/1974",30,1,39,30,5,NA,NA,NA,NA,NA
"163","ABBA","WATERLOO","IV.ii.I64.V.I","6/22/1974",39,1,52,39,4,NA,NA,NA,NA,NA
"164","ABBA","WATERLOO","IV.ii.I64.V.I","6/8/1974",66,1,76,66,2,NA,NA,NA,NA,NA
"165","ABBA","WATERLOO","IV.ii.I64.V.I","9/21/1974",48,1,43,6,17,NA,NA,NA,NA,NA
"166","ABBA","WATERLOO","IV.ii.I64.V.I","7/6/1974",24,1,30,24,6,NA,NA,NA,NA,NA
"167","ABBA","WATERLOO","IV.ii.I64.V.I","7/20/1974",18,1,18,18,8,NA,NA,NA,NA,NA
"168","ABBA","WATERLOO","IV.ii.I64.V.I","6/1/1974",76,1,NA,76,1,NA,NA,NA,NA,NA
"169","ABBA","WATERLOO","IV.ii.I64.V.I","8/3/1974",11,1,15,11,10,NA,NA,NA,NA,NA
"170","ABBA","WATERLOO","IV.ii.I64.V.I","8/10/1974",7,1,11,7,11,NA,NA,NA,NA,NA
"171","AC/DC","YOU SHOOK ME ALL NIGHT LONG","IV.I6.V","11/29/1980",43,1,43,35,13,NA,NA,NA,NA,NA
"172","AC/DC","YOU SHOOK ME ALL NIGHT LONG","IV.I6.V","12/6/1980",55,1,43,35,14,NA,NA,NA,NA,NA
"173","AC/DC","YOU SHOOK ME ALL NIGHT LONG","IV.I6.V","12/13/1980",80,1,55,35,15,NA,NA,NA,NA,NA
"174","AC/DC","YOU SHOOK ME ALL NIGHT LONG","IV.I6.V","12/20/1980",94,1,80,35,16,NA,NA,NA,NA,NA
"175","AC/DC","YOU SHOOK ME ALL NIGHT LONG","IV.I6.V","11/22/1980",43,1,45,35,12,NA,NA,NA,NA,NA
"176","AC/DC","YOU SHOOK ME ALL NIGHT LONG","IV.I6.V","11/1/1980",36,1,39,36,9,NA,NA,NA,NA,NA
"177","AC/DC","YOU SHOOK ME ALL NIGHT LONG","IV.I6.V","11/8/1980",35,1,36,35,10,NA,NA,NA,NA,NA
"178","AC/DC","YOU SHOOK ME ALL NIGHT LONG","IV.I6.V","11/15/1980",45,1,35,35,11,NA,NA,NA,NA,NA
"179","AC/DC","YOU SHOOK ME ALL NIGHT LONG","IV.I6.V","10/4/1980",51,1,61,51,5,NA,NA,NA,NA,NA
"180","AC/DC","YOU SHOOK ME ALL NIGHT LONG","IV.I6.V","10/25/1980",39,1,43,39,8,NA,NA,NA,NA,NA
"181","AC/DC","YOU SHOOK ME ALL NIGHT LONG","IV.I6.V","9/13/1980",80,1,89,80,2,NA,NA,NA,NA,NA
"182","AC/DC","YOU SHOOK ME ALL NIGHT LONG","IV.I6.V","10/11/1980",47,1,51,47,6,NA,NA,NA,NA,NA
"183","AC/DC","YOU SHOOK ME ALL NIGHT LONG","IV.I6.V","10/18/1980",43,1,47,43,7,NA,NA,NA,NA,NA
"184","AC/DC","YOU SHOOK ME ALL NIGHT LONG","IV.I6.V","9/20/1980",70,1,80,70,3,NA,NA,NA,NA,NA
"185","AC/DC","YOU SHOOK ME ALL NIGHT LONG","IV.I6.V","9/6/1980",89,1,NA,89,1,NA,NA,NA,NA,NA
"186","AC/DC","HIGHWAY TO HELL","I.bVII.IV.I","10/13/1979",82,1,NA,82,1,NA,NA,NA,NA,NA
"187","AC/DC","HIGHWAY TO HELL","I.bVII.IV.I","10/20/1979",70,1,82,70,2,NA,NA,NA,NA,NA
"188","AC/DC","HIGHWAY TO HELL","I.bVII.IV.I","10/27/1979",69,1,70,69,3,NA,NA,NA,NA,NA
